goal,task,fire_team,state,radio_silence,node,ignored_node,process_type,resource_qty,duration,time_since_start,goal_duration,type_a_count,type_b_count,type_c_count,info_experiment_code,info_run_number,flow_control_update_time
Goal number 3d41497e,T #2,fire_team_b,defence,true,n6,n6,type_a,3,31179,41575,174601,3,1,2,Radio90s200,1,n_a
Goal number 3d41497e,T #3,fire_team_a,manoeuvre,false,n1,n4,type_b,2,7296,48932,174601,3,1,2,Radio90s200,1,n_a
Goal number 3d41497e,T #4,fire_team_a,manoeuvre,false,n3,n6,type_c,3,15302,64276,174601,3,1,2,Radio90s200,1,n_a
Goal number 3d41497e,T #5,fire_team_a,manoeuvre,false,n3,n4,type_a,3,54494,118822,174601,3,1,2,Radio90s200,1,n_a
Goal number 3d41497e,T #6,fire_team_a,manoeuvre,false,n1,n4,type_c,2,55596,174464,174601,3,1,2,Radio90s200,1,n_a
Goal number f6b82573,T #1,fire_team_a,manoeuvre,false,n2,n5,type_a,1,10439,10535,116434,3,0,3,Radio90s200,1,n_a
Goal number f6b82573,T #2,fire_team_a,manoeuvre,false,n2,n3,type_a,3,30304,40906,116434,3,0,3,Radio90s200,1,n_a
Goal number f6b82573,T #3,fire_team_a,manoeuvre,false,n2,n5,type_c,3,15366,56330,116434,3,0,3,Radio90s200,1,n_a
Goal number f6b82573,T #4,fire_team_a,manoeuvre,false,n3,n5,type_a,1,22594,78973,116434,3,0,3,Radio90s200,1,n_a
Goal number f6b82573,T #5,fire_team_a,manoeuvre,false,n3,n5,type_c,1,21964,100992,116434,3,0,3,Radio90s200,1,n_a
Goal number f6b82573,T #6,fire_team_a,manoeuvre,false,n1,n2,type_c,2,15338,116406,116434,3,0,3,Radio90s200,1,n_a
Goal number f1493d1a,T #1,fire_team_a,manoeuvre,false,n1,n4,type_a,2,21124,21220,119452,2,3,1,Radio90s200,1,n_a
Goal number f1493d1a,T #2,fire_team_a,manoeuvre,false,n1,n5,type_b,3,13939,35216,119452,2,3,1,Radio90s200,1,n_a
Goal number f1493d1a,T #3,fire_team_a,manoeuvre,false,n2,n5,type_a,3,34933,70204,119452,2,3,1,Radio90s200,1,n_a
Goal number f1493d1a,T #4,fire_team_a,manoeuvre,false,n2,n5,type_c,3,25446,95706,119452,2,3,1,Radio90s200,1,n_a
Goal number f1493d1a,T #5,fire_team_a,manoeuvre,false,n1,n1,type_b,3,10415,106186,119452,2,3,1,Radio90s200,1,n_a
Goal number f1493d1a,T #6,fire_team_a,manoeuvre,false,n3,n6,type_b,3,13159,119408,119452,2,3,1,Radio90s200,1,n_a
Goal number c2246275,T #1,fire_team_a,manoeuvre,false,n3,n2,type_a,1,14019,14178,68203,2,2,2,Radio90s200,1,n_a
Goal number c2246275,T #2,fire_team_a,manoeuvre,false,n3,n1,type_c,1,6152,20395,68203,2,2,2,Radio90s200,1,n_a
Goal number c2246275,T #3,fire_team_a,manoeuvre,false,n3,n5,type_c,3,15740,36190,68203,2,2,2,Radio90s200,1,n_a
Goal number c2246275,T #4,fire_team_a,manoeuvre,false,n3,n4,type_a,1,11193,47450,68203,2,2,2,Radio90s200,1,n_a
Goal number c2246275,T #5,fire_team_a,manoeuvre,false,n3,n4,type_b,2,8057,55551,68203,2,2,2,Radio90s200,1,n_a
Goal number c2246275,T #6,fire_team_a,manoeuvre,false,n3,n1,type_b,3,12493,68091,68203,2,2,2,Radio90s200,1,n_a
Goal number e6f3ed8c,T #1,fire_team_a,manoeuvre,false,n3,n5,type_a,3,37304,37355,137753,5,1,0,Radio90s200,1,n_a
Goal number e6f3ed8c,T #2,fire_team_a,manoeuvre,false,n1,n6,type_a,2,26249,63661,137753,5,1,0,Radio90s200,1,n_a
Goal number e6f3ed8c,T #3,fire_team_a,manoeuvre,false,n3,n1,type_a,1,17580,81297,137753,5,1,0,Radio90s200,1,n_a
Goal number e6f3ed8c,T #4,fire_team_a,manoeuvre,false,n3,n6,type_a,1,17833,99195,137753,5,1,0,Radio90s200,1,n_a
Goal number e6f3ed8c,T #5,fire_team_a,manoeuvre,false,n1,n1,type_a,3,34478,133721,137753,5,1,0,Radio90s200,1,n_a
Goal number e6f3ed8c,T #6,fire_team_a,manoeuvre,false,n1,n2,type_b,1,3925,137712,137753,5,1,0,Radio90s200,1,n_a
Goal number 530ce59d,T #1,fire_team_a,manoeuvre,false,n1,n4,type_c,2,21021,21170,76195,1,2,3,Radio90s200,1,n_a
Goal number 530ce59d,T #2,fire_team_a,manoeuvre,false,n2,n6,type_c,2,11990,33235,76195,1,2,3,Radio90s200,1,n_a
Goal number 530ce59d,T #3,fire_team_a,manoeuvre,false,n2,n5,type_a,2,26070,59347,76195,1,2,3,Radio90s200,1,n_a
Goal number 530ce59d,T #4,fire_team_a,manoeuvre,false,n2,n4,type_c,1,5376,64786,76195,1,2,3,Radio90s200,1,n_a
Goal number 530ce59d,T #5,fire_team_a,manoeuvre,false,n2,n3,type_b,1,3924,68780,76195,1,2,3,Radio90s200,1,n_a
Goal number 530ce59d,T #6,fire_team_a,manoeuvre,false,n2,n6,type_b,2,7314,76153,76195,1,2,3,Radio90s200,1,n_a
Goal number 22e0ae54,T #1,fire_team_a,manoeuvre,false,n3,n1,type_c,3,24386,24460,118001,1,1,4,Radio90s200,1,n_a
Goal number 22e0ae54,T #2,fire_team_a,manoeuvre,false,n2,n1,type_c,2,15778,40296,118001,1,1,4,Radio90s200,1,n_a
Goal number 22e0ae54,T #3,fire_team_a,manoeuvre,false,n2,n5,type_c,1,16177,56529,118001,1,1,4,Radio90s200,1,n_a
Goal number 22e0ae54,T #4,fire_team_a,manoeuvre,false,n1,n3,type_a,3,48969,105565,118001,1,1,4,Radio90s200,1,n_a
Goal number 22e0ae54,T #5,fire_team_a,manoeuvre,false,n2,n5,type_b,2,6968,112601,118001,1,1,4,Radio90s200,1,n_a
Goal number 22e0ae54,T #6,fire_team_a,manoeuvre,false,n1,n2,type_c,1,5281,117943,118001,1,1,4,Radio90s200,1,n_a
Goal number e596e775,T #1,fire_team_a,manoeuvre,false,n1,n1,type_a,3,45506,45580,125167,2,2,2,Radio90s200,1,n_a
Goal number e596e775,T #2,fire_team_a,manoeuvre,false,n1,n3,type_c,2,18203,63837,125167,2,2,2,Radio90s200,1,n_a
Goal number e596e775,T #3,fire_team_a,manoeuvre,false,n2,n4,type_c,1,7561,71564,125167,2,2,2,Radio90s200,1,n_a
Goal number e596e775,T #4,fire_team_a,manoeuvre,false,n1,n1,type_b,3,13800,85401,125167,2,2,2,Radio90s200,1,n_a
Goal number e596e775,T #5,fire_team_a,manoeuvre,false,n1,n4,type_a,1,29193,114643,125167,2,2,2,Radio90s200,1,n_a
Goal number e596e775,T #6,fire_team_a,manoeuvre,false,n2,n4,type_b,3,10417,125120,125167,2,2,2,Radio90s200,1,n_a
Goal number 32d24fd7,T #1,fire_team_a,manoeuvre,false,n1,n4,type_c,2,13480,13556,134647,2,2,2,Radio90s200,1,n_a
Goal number 32d24fd7,T #2,fire_team_a,manoeuvre,false,n3,n5,type_b,2,28051,41643,134647,2,2,2,Radio90s200,1,n_a
Goal number 32d24fd7,T #3,fire_team_a,manoeuvre,false,n2,n2,type_a,2,50128,91827,134647,2,2,2,Radio90s200,1,n_a
